"CAMC_Name","CAMC_Country","CAMC_Birth","CAMC_Death","CAMC_Count","GND_Count","GND_URI","GND_Name","GND_Country","GND_Gender","GND_Birth","GND_Death","GND_VariantName","Birth","Death","Country"
"Milán, Luis de","ESP","1500","1561",4,1,"http://d-nb.info/gnd/119525011","Milán, Luis","ESP",1,"1500","1561","Milan, Luys de; Millán, Luis; Milà, Lluis del; Milan, Luiz; Milán, Luys; Milán, Luís de; Miálan, Luys; Milan, Luis; Milan, Luys; Milán, Luis de; De Milán, Luis; Milà, Lluís; Milà, Lluís del; Milà i Exarch, Lluís del","1500","1561","ESP"
"Miscia, Travis D.","USA","1986",NA,2,1,NA,"not found",NA,0,NA,NA,NA,"1986",NA,"USA"
"Mishonov, Vladimir A.","RUS","1953",NA,7,1,NA,"not found",NA,0,NA,NA,NA,"1953",NA,"RUS"
"Mixson, Mark Ashley","USA","1980",NA,2,1,NA,"not found",NA,0,NA,NA,NA,"1980",NA,"USA"
"Moalem, Beeri","ISR","1984",NA,13,1,NA,"not found",NA,0,NA,NA,NA,"1984",NA,"ISR"
"Mokkie, Simon","HKG","1983",NA,25,1,NA,"not found",NA,0,NA,NA,NA,"1983",NA,"HKG"
"Molina Alonso, Vicente","ESP","1938",NA,4,1,NA,"not found",NA,0,NA,NA,NA,"1938",NA,"ESP"
"Molina, Oscar",NA,NA,NA,1,1,NA,"not found",NA,0,NA,NA,NA,NA,NA,NA
"Molinaro, Simone","ITA",NA,NA,1,1,"http://d-nb.info/gnd/130002356","Molinaro, Simone","ITA",1,"1565","1615",NA,"1565","1615","ITA"
"Molique, Wilhelm Bernhard","DEU","1802","1869",2,1,"http://d-nb.info/gnd/117120251","Molique, Bernhard","DEU",1,"1802","1869","Molique; Molique, W. B.; Molique, Wilhelm Bernhard; Molique, Wilhelm B.; Molique, B.; Molique, Bernard; Molique, Wilhelm Bernhardt","1802","1869","DEU"
"Moncayo Garcia, José Pablo","MEX","1912","1958",1,1,"http://d-nb.info/gnd/123997593","Moncayo, Pablo","MEX",0,"1912","1958","Moncayo, José Pablo; Moncayo Garcia, José Pablo; Moncayo, J. Pablo; Moncayo García, José P.; García, José P.; Moncayo, José P.; Moncayo-García, José P.","1912","1958","MEX"
"Monckton, Lionel","ENG","1861","1924",3,1,NA,"not found",NA,0,NA,NA,NA,"1861","1924","ENG"
"Mondonville, Jean-Joseph Cassanea de","FRA","1711","1772",6,1,"http://d-nb.info/gnd/118641131","Mondonville, Jean Joseph Cassanea de","FRA",1,"1711","1772","Cassanea de Mondonville, Jean Joseph; Mondonville, Jean; Mondonville, Jean-Joseph de; Mondonville, Joseph de; Mondonville, J. J. de; Mondonville, J.-C. de; Mondonville, Jean-Joseph C. de; Mondonville, Jean-Joseph; Mondonville, Jean-Joseph Cassanea de; Mondonville, Jean Joseph de; Mondonville, Jean-Joseph Cassanéa de; Cassanéa de Mondonville, Jean-Joseph; Mondonville, Jean Joseph Cassanéa de; De Mondonville, Jean Joseph; Cassance de Mondonville, Jean-Joseph; De Mondonville, Jean-Joseph Cassanea; De Mondonville, Jean-Joseph Cassance; Mondonville, Jean-Joseph Cassance de; Cassanéa, Jean-Joseph","1711","1772","FRA"
"Monitto, Marco","ITA","1987",NA,4,1,NA,"not found",NA,0,NA,NA,NA,"1987",NA,"ITA"
"Moniuszko, Stanislaw","POL","1819","1872",2,1,"http://d-nb.info/gnd/118784552","Moniuszko, Stanisław","POL",1,"1819","1872","Manjuška, Stanislaŭ; Moniuszko, S.; Moniuszko, Stanilaw; Moniuszko, Stanislas; Moniuszko, Stanislaus; Moniuszko, Stanislav; Monjuško, Stanislav; Moniuschko, ...; Monouchko, ...; Moniuszko, Stanislaw; Moniuszko, St.; Monjuŝko, Stanislav","1819","1872","POL"
"Monn, Matthias Georg","AUT","1717","1750",3,1,"http://d-nb.info/gnd/120729180","Monn, Matthias Georg","AUT",1,"1717","1750","Mon, Matthias; Monn, Mathias; Monn, Matthias G.; Monn, Georg M.; Monn, Georg Matthias; Mann, Mathias G.; Monn, Johann Georg; Mann, Georg Matthias; Monn, Matthaeus Georg; Monn, Matthias; Monn, Mathias Georg; Mann, Johann Georg; Mann, Matthias Georg; Mon, Georg Matthias; Monn, Johann Matthias; Mann, Matthaeus Georg; Monn, Mattia Giorgio; Monn, Matthieu George; Monn, Mattão; Monn, Giorgio; Monn, Georg Mathias","1717","1750","AUT"
"Monsigny, Pierre-Alexandre","FRA","1729","1817",1,1,"http://d-nb.info/gnd/100552641","Monsigny, Pierre-Alexandre","FRA",1,"1729","1817","Monsigny, Pierre-Alexandre de; Monsigni, Pierre A. de; Monsigny, Pierre A. de; M*** de; Monsigny, Pierre A. de; Monsigny, Pierre Alexandre de; Monsigny, Pierre Alex.; Montsigny, Pierre-Alexandre; Monsigni, Pierre Alexandre; Monsigini, Pierre A. de; Mosygni; Monsigni; Monsigny; Montsigny, Pierre Alexandre; Monsigny, Pierre Alexandre; Moncigny, Pierre-Alexandre; Moncini, Pierre-Alexandre","1729","1817","FRA"
"Monteverdi, Claudio","ITA","1567","1643",39,1,"http://d-nb.info/gnd/118583700","Monteverdi, Claudio","ITA",1,"1567","1643","Monteverdi, ...; Monteverdi, Claudio Zuan Antonio; Monteverdi, C.; Montisviridius, Claudinius; Monteverde, Claudio","1567","1643","ITA"
"Monti, Vittorio","ITA","1868","1922",3,1,"http://d-nb.info/gnd/121071189","Monti, Vittorio","FRA/ITA",1,"1868","1922","Monti, V.","1868","1922","ITA"
"Moore, Andrew C.","USA","1978",NA,4,1,NA,"not found",NA,0,NA,NA,NA,"1978",NA,"USA"
"Morales, Cristobal de","ESP","1500","1553",9,1,"http://d-nb.info/gnd/100833187","Morales, Cristóbal de","ESP/ITA",1,"1500","1553","Morales, Christoval; Morales, Christopher; Morales, Christoval de; Morales, Cristóbal; Morales, Chr.; Morales, C.; Morales, Christóbal de; Morales, Christophorus; Morales, Christobal de; Morales, Cristophorus de; Morales, Cristobal de","1500","1553","ESP"
"Morales, Raymundo",NA,"1966",NA,13,1,NA,"not found",NA,0,NA,NA,NA,"1966",NA,NA
"Moretti (Padre Davide da Bergamo), Felice","ITA","1791","1863",3,1,NA,"not found",NA,0,NA,NA,NA,"1791","1863","ITA"
"Morgan, Melissa Sue","USA","1981",NA,1,1,NA,"not found",NA,0,NA,NA,NA,"1981",NA,"USA"
"Morley, Thomas","ENG","1557","1602",37,1,"http://d-nb.info/gnd/119063891","Morley, Thomas","GBR",1,"1557","1603","Morlei, Tomaso; Morlei, Thomas","1557","1603","ENG"
"Morrison, Cassandra A.","USA","1950",NA,19,1,NA,"not found",NA,0,NA,NA,NA,"1950",NA,"USA"
"Moscheles, Ignaz","BOH","1794","1870",2,1,"http://d-nb.info/gnd/118785028","Moscheles, Ignaz","DEU",1,"1794","1870","Moscheles, ...; Moscheles, I.; Moschelles, I.; Moscheles, Isaak-Ignaz; Moscheles, Isaac; Moscheles, Isaak; Moscheles, Isack; Moscheles, Ignace; Moscheles, Jgnace; Moscheles, J.","1794","1870","BOH"
"Mosonyi, Mihaly","HUN","1815","1870",1,1,NA,"not found",NA,0,NA,NA,NA,"1815","1870","HUN"
"Mosquera, Marcos","ESP","1963",NA,6,1,NA,"not found",NA,0,NA,NA,NA,"1963",NA,"ESP"
"Moss, Andrew W.",NA,NA,NA,2,1,NA,"not found",NA,0,NA,NA,NA,NA,NA,NA
"Moszkowski, Moritz","POL/DEU","1854","1925",36,1,"http://d-nb.info/gnd/116941391","Moszkowski, Moritz","DEU/FRA/POL",1,"1854","1925","Moszkowski, Moriz; Moszkowsky, Maurice; Moszkowsky, Moritz; Moskowski, Moritz; Moskovskij, Moritz; Moszkowski, Maurycy; Moszkowsky, M.; Moszkowski, M.; Moszkowski, ...; Moszkowski, Maurice; Moškovskij, Moritz","1854","1925","POL/DEU"
"Moulinié, Etienne","FRA",NA,NA,1,1,"http://d-nb.info/gnd/11907317X","Moulinié, Etienne","FRA",1,"1599","1676","Molinier, Etienne; Moulinié, Estienne; Moulinier, Etienne; Moulinière, Etienne; Molinié, Etienne; Moulinier; Mouliniere; Molinié; Moulinié, Estinne","1599","1676","FRA"
"Mouret, Jean-Joseph","FRA","1682","1738",5,1,"http://d-nb.info/gnd/101361742","Mouret, Jean-Joseph","FRA",1,"1682","1738","Mure, Jean-Joseph; Mouret, Jean J.; Mouret, Jean Joseph; Mouret, J. J.; Mouret, John-Joseph; Mouret, John Joseph; Mouret, Jean","1682","1738","FRA"
"Moussa, Samy",NA,NA,NA,1,1,"http://d-nb.info/gnd/1060734524","Moussa, Samy","CAN",1,"1984",NA,NA,"1984",NA,"CAN"
"Mouton, Jean","FRA","1459","1522",1,1,"http://d-nb.info/gnd/104066911","Mouton, Jean","FRA",1,"1459","1522","Mouton, Joannes; Mouton, Johannes; Mouton, Jehan; Mouton, Joannis; Houllevugues, Jehan; Hollingue, Jean de; Mouton, Ioannes; De Holluigue, Jean","1459","1522","FRA"
"Mozart, Leopold","AUT","1719","1787",12,1,"http://d-nb.info/gnd/118584588","Mozart, Leopold","AUT/DEU",1,"1719","1787","Mozart, Léopold; Mozart, Leop.; Mozart, L.; Mozart, Johann Georg Leopold; Mozart, Johann G. M.","1719","1787","AUT"
"Mozart, Wolfgang Amadeus","AUT","1756","1791",1465,1,"http://d-nb.info/gnd/118584596","Mozart, Wolfgang Amadeus","AUT",1,"1756","1791","Mocart, Volfgang Amadeus; Mocʹarti, Wolpʹgang Amadei; Mozart, Wolffgango; Mozart, Wolfg. Amadeus; Mocart, V. A.; Mocart, V.; Mozart, Wolfgang-Amadeus; Mozart, A. W.; Mozart, W. Am.; Mocart, Volʹfgang Amadej; Mūzār, Wulfgāng Āmādiūs; Mozart, Wolfgang; Mozzart, Wolfgang; Mōtsaruto; Mozart, Johann Chrysostomus Wolfgang Theophil; Mozart, Johannes C.; Mozart, Johannes Chrysostomus Wolfgangus Theophil; Mozart, Joannes Chrysostomus Wolfgangus Theophil; Mozart; Mozart, Wolfgang G.; Mozart, Wolfgango Amedeo; Mozartus, Wolfgang A.; Mozzart, Wolfgango; Mozart, Wolfgang A.; Mozart, Johannes Chrysostomus Wolfgang Gottlieb; Mozart, Johannes Chrysostomus Wolfgangus Theophilus; Mozart, W. A.; Mozart, Wolfgang Amadé; Mozart, Johannes Chrisostomus Wolfgangus Theophilus; Mozart, Johann Chrysostom Wolfgang Amadeus; Mozart, Joannes Chrysostomus Wolfgangus Amadeus; Mozard","1756","1791","AUT"
"Mudarra, Alonso de","ESP","1510","1580",8,1,"http://d-nb.info/gnd/120889684","Mudarra, Alonso","ESP",1,"1510","1580","Mudarra, Alonso de; Mudarra, Alfonso","1510","1580","ESP"
"Mulcahy, Paul",NA,"1957",NA,1,1,NA,"not found",NA,0,NA,NA,NA,"1957",NA,NA
"Mumme, Jeremy Lynn","USA","1983",NA,1,1,NA,"not found",NA,0,NA,NA,NA,"1983",NA,"USA"
"Munday, John","ENG",NA,NA,1,1,NA,"not found",NA,0,NA,NA,NA,NA,NA,"ENG"
"Mundy, Oliver",NA,"1951",NA,4,1,NA,"not found",NA,0,NA,NA,NA,"1951",NA,NA
"Mussorgsky, Modest Petrovich","RUS","1839","1881",94,1,"http://d-nb.info/gnd/118641255","Musorgskij, Modest Petrovič","RUS",1,"1839","1881","Musorgskii, M. P.; Musorgskij, M.; Moessorgskie, Modest Petrowietsj; Moussorgski, ...; Mussorgsky, ...; Mussorgskij, ...; Musorgskis, Modests; Musorgsky, M.; Musorhsḱyi, Modest Petrovych; Mussorgski, Modest P.; Moussorgsky, M.; Mousorgski, Modest Petrovitch; Mussorgskij, Modeste P.; Mussorgsky, M.; Musorgski, ...; Moussorgsky, Modest; Musorgskij, Modesto; Mussorgskij, M.; Mussorgskij, Modest P.; Mussorgsky, M. P.; Mussorgsky, Modest Petrovich; Mussorgsky, Modest Petrowitsch; Moussorgskij, Modest; Musorgskij, Modest; Mussorgshij, Modest; Mussorgskij, M. P.; Mussorgsky, Modest P.; Mussorgsky, Modeste; Musorgsky, Modeste P.; Mussorgski, Modest; Moussorgski, Modeste Petrovich; Moussorgsky, Modest Petrovich; Mussorgskij, Modest Petrowitsch; Moussorgsky, Modeste Petrovich; Musorgskij, Modest P.; Mussorgskij, Modest; Mussorgsky, Modest; Moussorgsky, Modeste; Mussorgsky, Modeste Petrowitsch; Moussorgsky, Modeste Pétrovitch; Musorgsky, Modest Petrovich; Musorgskiĭ, Modest Petrovich; Moessirgskie, Modest Petrowietsj; Musorgskii, M.P.; Musorhsʹkyi, Modest Petrovych; Musorgsky, Modeste; Mussorgski, Modest Petrowitsch; Moussorgski, Modeste Pétrovitch","1839","1881","RUS"
"Myaskovsky, Nikolai","RUS","1881","1950",1,1,"http://d-nb.info/gnd/118784307","Mjaskovskij, Nikolaj Ja.","RUS",1,"1881","1950","Myaskovsky, N. Ya.; Miaskowski, N.; Miaskovsky, N.; Mjaskovskij, N.; Mjaskovskij, N. Ja.; Mjaskowsky, N.; Mjaskowski, Nikolai J.; Mjaskovskij, Nikolaj J.; Myaskovsky, Nikolay Yakovlevich; Myaskovsky, Nikolay; Myaskovsky, Nikolai; Miaskovsky, Nicholai; Miaskovsky, Nicolai; Miakowsky, Nikolaj J.; Miaskovsky, Nikolai; Miaskovsky, Nikolai Y.; Miaskowsky, Nikolay; Miaskovskii, Nikolai Iakovlevich; Miaskovskii, N.; Mjaskowski, Nikolai; Mjaskowsky, Nikolai; Mjaskovskij, Nikolaj; Mjaskovskij, Nikolaj Jakovlevič; Mjaskowskij, Nikolaj Jakowlewitsch; Miaskowski, Nikolai; Miaskovsky, Nicolai Y.; Mjaskowski, Nikolai Jakowlewitsch; Miaskovskii, Nikolai; Miaskowsky, Nikolaï","1881","1950","RUS"
"Méhul, Etienne-Nicolas","FRA","1763","1817",4,1,"http://d-nb.info/gnd/118782843","Méhul, Étienne Nicolas","FRA",1,"1763","1817","Méhul, Etienne Nicola; Méhul, E. H.; Méhul, E. N.; Méhul, Étienne Henri; Méhul, Etienne H.; Méhul, ...; Méhul, Étienne M.; Méhul, Etienne-Henri; Méhul, Étienne N.; Méhul, Henri; Méhul, Étienne Henry; Mehül, F.; Méhul, Etienne; Méhul, Etienne-Nicolas; Méhul, Henry; Méhul, Nicholas; Méhul, Etienne Nicolas; Méhul; Méhul, F.; Méhul, Etienne Henri","1763","1817","FRA"
"Mørch, Morten Fredrik","NOR","1953",NA,15,1,NA,"not found",NA,0,NA,NA,NA,"1953",NA,"NOR"
"Naderman, Francoi-Joseph","FRA","1781","1835",1,1,NA,"not found",NA,0,NA,NA,NA,"1781","1835","FRA"
"Nanino, Giovanni Maria","ITA","1545","1607",1,1,"http://d-nb.info/gnd/124137954","Nanino, Giovanni Maria","ITA",1,"1544","1607","Nanino, Giovanni; Nanino, Giovanni M.; Naninus, Johannes M.; Nanini da Vallerano, Gio. M.; Nanino, G. M.; Nanini, Giovanni Maria; Nanini, Giovanni-Maria; Nanini, G. M.; Nanini, Giovanni M.; Nanino","1544","1607","ITA"
"Nardini, Pietro","ITA","1722","1793",1,1,"http://d-nb.info/gnd/119443880","Nardini, Pietro","ITA",1,"1722","1793","Nardini, P.","1722","1793","ITA"
"Nascimbeni, Maria Francesca","ITA",NA,NA,1,1,"http://d-nb.info/gnd/135255597","Nascimbeni, Maria Francesca",NA,2,"1658",NA,"Nascinbeni, Maria Francesca; Nascinbeni d’Ancona, Maria Francesca; d’Ancona, Maria Francesca Nascinbeni; Ancona, Maria Francesca Nascinbeni d’","1658",NA,"ITA"
"Nash, Paul",NA,"1952",NA,1,1,"http://d-nb.info/gnd/13179180X","Nash, Paul",NA,1,"1948","2005",NA,NA,NA,NA
"Nashchenko, A.","RUS","1883","1972",1,1,NA,"not found",NA,0,NA,NA,NA,"1883","1972","RUS"
"Nazareth, Ernesto","BRA","1863","1934",14,1,"http://d-nb.info/gnd/12318617X","Nazareth, Ernesto","BRA",1,"1863","1934","Nazaré, Ernesto J. de; Nazareth, Ernesto Júlio de","1863","1934","BRA"
"Nebra Blasco, Jose de","ESP","1750","1784",1,1,NA,"not found",NA,0,NA,NA,NA,"1750","1784","ESP"
"Necke, Hermann","DEU","1850","1912",1,1,NA,"not found",NA,0,NA,NA,NA,"1850","1912","DEU"
"Nedbal, Oskar","CZE","1874","1930",1,1,"http://d-nb.info/gnd/118820621","Nedbal, Oskar","AUT/CZE",1,"1874","1930","Nedbal, Oscar","1874","1930","CZE"
"Nemerovsky, Aleksandr Sergeevich","RUS","1859","1915",1,1,NA,"not found",NA,0,NA,NA,NA,"1859","1915","RUS"
"Neusidler, Hans","DEU",NA,"1563",1,1,"http://d-nb.info/gnd/123658292","Neusidler, Hans","DEU/HUN",1,"1508","1563","Newsidler, Hans; Neysidler, Hans; Newsidler, H.; Neusiedler, Hans; Newsiedler, Hans","1508","1563","DEU"
"Neuwirth, Erich",NA,"1948",NA,2,1,NA,"not found",NA,0,NA,NA,NA,"1948",NA,NA
"Nevado, Alfonso N.","ESP","1981",NA,1,1,NA,"not found",NA,0,NA,NA,NA,"1981",NA,"ESP"
"Newberry, Stirling Scott","USA","1967",NA,10,1,NA,"not found",NA,0,NA,NA,NA,"1967",NA,"USA"
"Newman, Daniel A.","ENG","1977",NA,2,1,NA,"not found",NA,0,NA,NA,NA,"1977",NA,"ENG"
"Ng, C.T.","SGP","1983",NA,5,1,NA,"not found",NA,0,NA,NA,NA,"1983",NA,"SGP"
"Nguyen, Eric L.","VNM","1986",NA,1,1,NA,"not found",NA,0,NA,NA,NA,"1986",NA,"VNM"
"Nicolai, Carl Otto","DEU","1810","1849",2,1,"http://d-nb.info/gnd/118587684","Nicolai, Otto","DEU",1,"1810","1849","Nicolaj, Ottone; Niccolai, Ottone; Nicolai, O.; Nicolaj, O.; Nicolai, Ottone; Nikolai, Otto; Nicolai, Carl Otto Ehrenfried; Nicolai, Karl Otto Ehrenfried","1810","1849","DEU"
"Nicolini, Giuseppe","ITA","1762","1842",1,1,"http://d-nb.info/gnd/119435993","Nicolini, Giuseppe","ITA",1,"1762","1842","Nicolini, Joseph; Niccolini, Giuseppe","1762","1842","ITA"
"Niederkorn, William Sullivan","USA","1949",NA,7,1,NA,"not found",NA,0,NA,NA,NA,"1949",NA,"USA"
"Nielsen, Brandom Roy",NA,"1979",NA,2,1,NA,"not found",NA,0,NA,NA,NA,"1979",NA,NA
"Nielsen, Carl","DNK","1865","1931",14,1,"http://d-nb.info/gnd/118786180","Nielsen, Carl","DNK",1,"1865","1931","Nielsen, ...; Nielsen, Karl; Nielsen, Carl August; Nielsen, Carl A.","1865","1931","DNK"
"Noblin, Christopher M.","ENG","1981",NA,25,1,NA,"not found",NA,0,NA,NA,NA,"1981",NA,"ENG"
"Nonis, Aaron",NA,"1978",NA,3,1,NA,"not found",NA,0,NA,NA,NA,"1978",NA,NA
"Nonnast, Marcus","DEU","1967",NA,1,1,NA,"not found",NA,0,NA,NA,NA,"1967",NA,"DEU"
"Norris, Kristopher",NA,"1978",NA,11,1,NA,"not found",NA,0,NA,NA,NA,"1978",NA,NA
"Novacek, Ottokar Eugen","HUN","1866","1900",2,1,NA,"not found",NA,0,NA,NA,NA,"1866","1900","HUN"
"Nunes García, Jose Mauricio","BRA","1767","1830",47,1,NA,"not found",NA,0,NA,NA,NA,"1767","1830","BRA"
"O'Carolan (Toirdhealbhach Ó Cearbhalláin), Turlough","IRL","1670","1738",1,1,NA,"not found",NA,0,NA,NA,NA,"1670","1738","IRL"
"O'Drisceoil, Tomás","IRL","1986",NA,25,1,NA,"not found",NA,0,NA,NA,NA,"1986",NA,"IRL"
"Oakham, Ben","ENG","1982",NA,1,1,NA,"not found",NA,0,NA,NA,NA,"1982",NA,"ENG"
"Obrecht, Jacob","FLM","1457","1505",17,1,"http://d-nb.info/gnd/118735853","Obrecht, Jacob","BEL/ITA",1,"1450","1505","Obrecht, Jacobus; Hobertus, Jacob; Hobrecht, Jacob; Obertus, Jacob; Obrecht, Jakob; Obreth, Jacob","1450","1505","FLM"
"Ockeghem, Johannes","FLM",NA,NA,3,1,"http://d-nb.info/gnd/118735926","Ockeghem, Johannes","BEL/NLD",1,"1410","1497","Okeghem, Johannes; Ockeghem, Jan; Johannes, Ockeghem; Okeghem, Jean; Ockeghem, Jean de; Ockenheim, Johannes; Okenghem, Johannes; Okeghem, Jean de; Ockenhem; Ockeghem, Johan; Ockeghen, Johannes","1410","1497","FLM"
"Oeljee, Paul W.","NLD","1979",NA,9,1,NA,"not found",NA,0,NA,NA,NA,"1979",NA,"NLD"
"Oeljee, Sander C.","NLD","1979",NA,14,1,NA,"not found",NA,0,NA,NA,NA,"1979",NA,"NLD"
"Offenbach, Jacques","DEU/FRA","1819","1880",93,1,"http://d-nb.info/gnd/118589598","Offenbach, Jacques","DEU/FRA",1,"1819","1880","Eberscht, Jakob; Offenbach, Giacomo; Offenbach, Jacques Jacob; Offenbach, Jaques; Offenbach, J.; Offenbach, ...; Offenbach, Jacob; Offenbach, Jakob; Levy, Jacques; Eberst, Jacques; Eberst, Jakob","1819","1880","DEU/FRA"
"Oh, Seykyu","KOR","1946",NA,1,1,NA,"not found",NA,0,NA,NA,NA,"1946",NA,"KOR"
"Oliveira, Manoel Dias de","BRA","1734","1813",1,1,"http://d-nb.info/gnd/105650028X","Oliveira, Manoel Dias de","BRA",1,"1738","1813","Oliveira, Manuel Dias de; Dias de Oliveira, Manoel; De Oliveira, Manoel Dias","1738","1813","BRA"
"Ondricek, Frantisek","CZE","1857","1922",1,1,NA,"not found",NA,0,NA,NA,NA,"1857","1922","CZE"
"Onivas (Domenico Savino), D.","USA","1882","1973",1,1,NA,"not found",NA,0,NA,NA,NA,"1882","1973","USA"
"Onslow, Georges Louis","FRA/ENG","1784","1853",17,1,"http://d-nb.info/gnd/118822756","Onslow, Georges","FRA",1,"1784","1853","Onslow, André George Louis; Onslow, ...; Onslow, George; Onslow, G.; Onslow, Georg; Onslow, Georges Louis André","1784","1853","FRA/ENG"
"Oppel, Andrej","RUS","1871","1956",1,1,NA,"not found",NA,0,NA,NA,NA,"1871","1956","RUS"
"Orff, Carl","DEU","1895","1982",1,1,"http://d-nb.info/gnd/118590219","Orff, Carl","DEU",1,"1895","1982","Orff, Karl Heinrich Maria; Orff, Karl","1895","1982","DEU"
"Ortiz, Diego","ESP",NA,NA,1,1,"http://d-nb.info/gnd/100833047","Ortiz, Diego","ESP/ITA",1,"1510","1570","Ortiz, ...; Ortitz, Diego; Ortiz, Didacus","1510","1570","ESP"
"Ortiz, Guadelupe","MEX",NA,NA,1,1,NA,"not found",NA,0,NA,NA,NA,NA,NA,"MEX"
"Ovalles, Alfredo M.","VEN","1986",NA,3,1,NA,"not found",NA,0,NA,NA,NA,"1986",NA,"VEN"
"Ovidi, Angelo","ITA","1973",NA,2,1,NA,"not found",NA,0,NA,NA,NA,"1973",NA,"ITA"
"Pacchioni, Giorgio","ITA","1947",NA,152,1,NA,"not found",NA,0,NA,NA,NA,"1947",NA,"ITA"
"Pachelbel, Johann","DEU","1653","1706",59,1,"http://d-nb.info/gnd/119456613","Pachelbel, Johann","DEU",1,"1653","1706","Pachelbel; Pachelbel, J.; Bachelbel, Johann; Pachelbel, Joannes; Pachelbel, Johann Christoph; Pachelbel, Johannes","1653","1706","DEU"
"Pacini, Giovanni","ITA","1796","1867",1,1,"http://d-nb.info/gnd/116014660","Pacini, Giovanni","ITA",1,"1796","1867","Pacini, Johann; Pacini, Gioanni; Pacini, Juan; Paccini, Giovanni; Paccini, ...","1796","1867","ITA"
"Paderewski, Ignace Jan","POL","1860","1941",16,1,"http://d-nb.info/gnd/118986724","Paderewski, Ignacy Jan","GBR/POL/UKR/USA",1,"1860","1941","Paderewski, Ignacy; Paderewski, Jean Ignaz; Paderewski, Ignace J.; Paderewski, Ignatz; Paderewski, Ignazj; Paderewsky, Jan Ignacy; Paderewski, Jan Ignacy; Paderewski, Ignacy J.; Paderewski, Ignaz Johann; Paderewski, Ignaz; Paderewski, Ignaz Jan; Paderewski, Ignacy Johann; Paderewski, Jan; Paderewski, Ignace Jan; Paderewski, Ignace; Paderewski, I. J.; Paderewski, J. J.; Paderevskij, I.; Падеревский, Игнаций Ян","1860","1941","POL"
"Paganini, Niccolò","ITA","1782","1840",59,1,"http://d-nb.info/gnd/118591177","Paganini, Niccolò","ITA",1,"1782","1840","Paganini, ...; Paganini, Nicolo; Paganini, N.; Paganini-Wilhelmj, ...; Wilhelmy, ... Paganini-; Paganini, Nicolò","1782","1840","ITA"
"Paisiello, Giovanni","ITA","1740","1816",2,1,"http://d-nb.info/gnd/119010097","Paisiello, Giovanni","ITA",1,"1740","1816","Paisiello, I. H.; Paisiello, ...; Paisiello, G.; Paesiello, G.; Paesiello, ...; Paesello, ...; Paisello, Giovanni; Paisello, ...; Passiello, Giovanni; Passiello, ...; Paziello, G.; Paissiella, ...; Paisiello, Johann; Paesiello, Giovanni; Paiziello, G.; Paisello, Giov.; Paisiello, Jean","1740","1816","ITA"
"Paix, Jacob",NA,NA,NA,2,1,"http://d-nb.info/gnd/132056895","Paix, Jacob","DEU",1,"1556","1623","Bayß, Jakob; Beyß, Jakob; Peiss, Jakob; Peyß, Jakob; Paiß, Jakob; Baix, Jacob; Paix, Jakob; Paix, Iacobvs; Paix, Jacob, der Ältere; Paix, Jacobus","1556","1623","DEU"
"Palazzani, Alessandro","ITA","1977",NA,9,1,NA,"not found",NA,0,NA,NA,NA,"1977",NA,"ITA"
"Palestrina, Giovanni Pierluigi da","ITA","1525","1594",56,1,"http://d-nb.info/gnd/118818686","Palestrina, Giovanni Pierluigi da","ITA",1,"1525","1594","Palestrina, Giovanni da; Praenestinius, Joannes P.; Praenestinus, Joannes P.; Praenestinus, Joann. P.; Prenestinus, Giovanni P.; Palestrina, Joachim; Praenestinus, Ioannes P.; Palestrina, Giovanni Pierluigi; Palestrina, Pier Luigi; Palestrina, Giovanni Pietro; Praenestinus, Joannes Petrus Aloysius; Palestrina, Giovanni P. da; Pierluigi, Giovanni; Palestrino, Joannes P.; Palestrina, Giovanno; Palestrina, G. P.; Palestrina, Giov. Pierluigi da; Palestrina, Petrus A.; Palestrina, Petrus Aloysius; Palestrina; Palestrina, C. P. da; Palestrina, Giovanni L.; Palästrina, G.; Praenestino, Joanne Petro Aloysio; Praenestinus, Jo. Petraloysius; Palestrina, P. L. da; Sante da Palestrina, Pier Luigi; Palestrina, G. Pierluigi da; Praenestinus, Joann Petraloysius; Da Palestrina, Pierluigi; Da Palestrina, Giovanni Pierluigi; DaPalestrina, Giovanni Pierluigi; Prenestino, Giovanni Pierluigi da; Palestrina, Pierluigi da; Prenestino, Giovanni Pietro Aloysio; Praenestinus, Joannes Petraloysius; Giannetto; Palestrina, J. P.; Prænestinus, Johannes Petrus Aloysius; Prenestinus, Petrus Aloysius; Palestrina, G. P. da; Praenestino, Joanne Petraloysio","1525","1594","ITA"
"Paligon, Marcin","POL",NA,NA,1,1,NA,"not found",NA,0,NA,NA,NA,NA,NA,"POL"
"Palmgren, Selim","FIN","1878","1951",1,1,"http://d-nb.info/gnd/119142457","Palmgren, Selim","FIN",1,"1878","1951","Palmgren, Selim Gustaf Adolf","1878","1951","FIN"
"Paolo, Aretino","ITA","1507","1584",1,1,NA,"not found",NA,0,NA,NA,NA,"1507","1584","ITA"
