Row	CAMC_Name	GND_URI	GND_Name	GND_Land	GND_Gender	GND_Birth	GND_Death	GND_VariantName
790	Lecuona, Ernesto	http://d-nb.info/gnd/119443732	Lecuona, Ernesto	XD-CU	1	1896-08-06	1963-11-29	Lecuna y Casado, Ernesto; Casado, Ernesto Lecuna y
791	Leedy, Douglas	NA	not found	NA	0	NA	NA	NA
792	Leeworthy, Daryl	NA	not found	NA	0	NA	NA	NA
793	Lefebvre, Charles	http://d-nb.info/gnd/116855487	Lefebvre, Charles	XA-FR	1	1843-06-19	1917-09-08	Lefebure, Charles; Lefebvre, Charles E.; Lefebvre, Charles Edouard; Lefebvre, Charles-Edouard; Lefebvre, Ch.; Lefebure, Charles Edouard
794	Lefèvre, Jean Xavier	http://d-nb.info/gnd/116855738	Lefèvre, Jean-Xavier	XA-FR	1	1763-03-06	1829-11-09	Lefèvre, Jean Xavier; Lefèvre, Jean X.; LeFèvre, Jean Xavier; LeFèvre, Xavier; LeFèvre, Jean-Xavier; Lefèvre, Xavier; Le Fèvre, Jean-Xavier; Fèvre, Xavier le; Lefèvre, Jean; Lefèvre, J. X.; LeFèvre, X.; Fevre, X. le; Le Fèvre, Xavier; Le Fèvre, Jean Xavier; Lefèvre, J.K.; Le Fevre, Xavier; Lefèbvre, Jean Xavier; Lefèbvre, Xavier; Le Fevre, X.; Lefèvre, G.S.
795	Lefébure-Wély, Louis James Alfred	http://d-nb.info/gnd/11686060X	Lefébure-Wély, Louis James Alfred	XA-FR	1	1817-11-13	1869-12-31	Leféburé Wely, Louis James Alfred; Wely, Louis James Alfred Leféburé-; Lefebure-Wely, L. J. A.; Wély, Louis J.; Wély, Antoine L.-; Lefébure Wély, Louis J.; Lefébure-Wély, Louis J.; Lefébure-Wély, Louis-James-Alfred; Lefébure-Wély, Louis J. A.; Lefébure-Wély, Louis James; Lefébure Wély, Louis-James-Alfred; Lefébure Wély, Louis-Jam.-Alfr.; Lefébure-Wély, Luis James Alfred; Lefébure-Wély, L. J. A.; Lefébure-Wély, Louis; Lefébure-Wély, A.; Lefébure-Wély, Alfred; Lefébure-Wély, ...; Wély, L. James Alfred Lefèbre-; Lefébure-Wély, L. James Alfred; Lefebrve, Louis James Alfred; Wély, Louis James Alfred Lefébure-; Lefébure-Wély
796	Legnani, Luigi	http://d-nb.info/gnd/116861002	Legnani, Luigi	XA-IT	1	1790-11-07	1877-08-05	Legnani, Luigi R.; Legnani, Luigi Rinaldo
797	Lehár, Franz	http://d-nb.info/gnd/118571036	Lehár, Franz	XA-AT	1	1870-04-30	1948-10-24	Lehar, F.; Lehár, ...; Lehár, Ferencz; Lehár, Ferenc; Lehár, Franz Christian; Lehar, Franz; Lehar, Francesco
797	Lehár, Franz	http://d-nb.info/gnd/135013852	Lehár, Franz	XA-AT; XA-CZ	0	1838	1898	Lehár, Franz, sen.; Lehár, Ferenc
798	Lemire, Jean-Baptiste	NA	not found	NA	0	NA	NA	NA
799	Lemmens, Jacques Nicholas	NA	not found	NA	0	NA	NA	NA
800	Lent, Spencer	NA	not found	NA	0	NA	NA	NA
801	Lenth, Brian W.	NA	not found	NA	0	NA	NA	NA
802	Leo, Leonardo	http://d-nb.info/gnd/118779524	Leo, Leonardo	XA-IT	1	1694-08-05	1744-10-31	Leo, Leonarde; Leo, Leonardo Ortensio Salvatore de; Leo, Lionardo Ortensio Salvatore di; Leo, Lionardo; Leo, Lionardo Oronzo Salvatore de; De Leo, Lionardo Ortensio Salvatore; Leo, Leonardo Oronzo Salvatore de; Leo, Lionardo Ortensio Salvatore de; De Leo, Leonardo; Di Leo, Leonardo
803	Leonarda, Isabella	http://d-nb.info/gnd/118890743	Leonarda, Isabella	XA-IT	2	1620	1704-02-25	Isabella, Leonarda; Leonardi, Isabella; Calegari, Isabella; Isabella Leonarda, madre; Leonarda, Anna Isabella
804	Leopolita, Marcin	NA	not found	NA	0	NA	NA	NA
805	Leschetizky, Theodor	http://d-nb.info/gnd/120890143	Leschetizky, Theodor	XA-PL	1	1830-06-22	1915-11-14	Leschetizky, Theodore; Leszetycki, Teodor; Leschetitzky, Théodore; Leschetizky, Théodore; Leschetitzky, Theodor; Leszetycki, Teodor
805	Leschetizky, Theodor	http://d-nb.info/gnd/122606337	Leschetizky, Theodor Hermann	NA	1	1896	1948	Leschetizky, Theodor H.; Leschetitzky, Theodor Hermann
806	Lev, Gad Meir	NA	not found	NA	0	NA	NA	NA
807	Levin, Danny T.	NA	not found	NA	0	NA	NA	NA
808	Levy, Alexandre	http://d-nb.info/gnd/124503764	Levy, Alexandre	XD-BR	1	1864-11-10	1892-01-17	NA
809	Lewis, Christopher Adam	NA	not found	NA	0	NA	NA	NA
810	Lewis, Noam A.	NA	not found	NA	0	NA	NA	NA
811	Leybach, Ignace	http://d-nb.info/gnd/116978589	Leybach, Ignaz	XA-DE; XA-FR	1	1817	1891	Leybach, I.; Leybach, Ignace; Leybach, Ignace Xavier Joseph; Leybach, Ignace-Xavier-Joseph; Leybach, J.; Leybach, Joseph; Ley͏̈bach, J.
812	Liban, Jerzy	http://d-nb.info/gnd/104245581	Liban, Georg	XA-DE	0	1464	1546	Libanus, Jerzy; Leymbach, Georg; Weihrauch, Georg; Libanus, Georgius; Liban, Jerzy; Leinbach, Georg; Leinbach, Jerzy; Leymbach, Jerzy; Lignicy, Jerzy z; Libanus Silesius, Georgius; Libanus Lignicensis, Georgius
813	Lichner, Heinrich	http://d-nb.info/gnd/142071099	Lichner, Heinrich	XA-PL; XA-DE	1	1829	1898	Lichner, Henri
814	Liguori, Alfonsus Maria de'	NA	not found	NA	0	NA	NA	NA
815	Limenios (Son Of Thoinos)	NA	not found	NA	0	NA	NA	NA
816	Lindberg, Oskar	http://d-nb.info/gnd/132862026	Lindberg, Oskar	XA-SE	1	1887	1955	Lindberg, Oskar Fredrik; Lindberg, Oskar F.; Lindberg, Oskar Frederik
817	Lindh, Tobias	NA	not found	NA	0	NA	NA	NA
818	Linley, Thomas	http://d-nb.info/gnd/102411255	Linley, Thomas, senior	XA-GB	0	1733	1795	Linley, Thomas
818	Linley, Thomas	http://d-nb.info/gnd/103860312	Linley, Thomas, junior	XA-GB	0	1756	1778	Linley, Thomas; Linley, Thomas, the younger; Linley, Thomas, jr.
819	Liobet, Miguel	NA	not found	NA	0	NA	NA	NA
820	Liszt, Franz	http://d-nb.info/gnd/118573527	Liszt, Franz	XA-HU; XA-AT; XA-DE	1	1811-10-22	1886-07-31	Liszt, Francisco; Liszt, Franciscus; Liszt, F.; Liszt, ...; List, F.; Liszt-Brugnoli, ...; Listz, ...; FLiszt; Liszt, Ferencz; Ferenc, Liszt; Liszt, Ferenc; Liszt, Franz von; Liszt, François; Liszt, Francesco; Liszt, Franciszek; List, Franz; List, Ferenc; List, Ferents; List, Frants
821	Litolff, Henry Charles	http://d-nb.info/gnd/11948756X	Litolff, Henry	XA-FR	1	1818-02-06	1891-08-06	Litolff, Henry Charles; Litolff, Henry C.; Litolff, Henri; Litolff, Heinrich
822	Liu, Jonathan	NA	not found	NA	0	NA	NA	NA
823	Liu, Vincent	NA	not found	NA	0	NA	NA	NA
824	Liégeois, Pierre-Alain	NA	not found	NA	0	NA	NA	NA
825	Lobo, João de Deus Castro	NA	not found	NA	0	NA	NA	NA
826	Loeillet, Jean Baptiste	http://d-nb.info/gnd/10377498X	Loeillet, Jean Baptiste	XA-BE	1	1688	1720	Luly of Gant, Jean; Loeillet de Gand, Jean Baptiste; Loeillet, Jean B., 1688-ca.1720; Loeillet de Gant, Jean Baptiste; Loeillet de Gant, J. B.; Loeillet de Gand, J. B.; Loeillet DeGant, Jean B.; Loeillet DeGant, Jean-Baptiste; Gant, Jean Baptiste Loeillet de; Luly, Jean Baptiste; Lœillett, Jean Baptiste; Lœillet de Gant, Jean Baptiste; Gant, Jean Baptiste Lœillet de; Lœillet, Jean Baptiste; Loeillet, Jean-Baptiste; Loeillet
827	Lori, Arcangelo del Leuto	NA	not found	NA	0	NA	NA	NA
828	Losy, Jan Antonín, Count of Losinthal	http://d-nb.info/gnd/124370039	Losy, Jan Antonín	XA-CZ	1	1643	1721	Losy z Losimthalu, Jan Antonín, hrabě; Logy, Johann Anton, Graf von Losinthal; Losy, Jan Antonín, Count of Losinthal; Losimthalu, Jan Antonín Losy z; Losimthal, Jan Antonín; Lozimtál, Jan Antonín; Losynthal, Jan Antonín; Losy, Jan Antonín von; Losio, Jan Antonín von; Logy, Anton; Logy, J. A. von; Logi, Anton; Losy z Losimthalu, Jan Antonín; Logi, Johann Anton; Losy von Losinthal, Johann Anton; Logi, Graf; Losy, Graf; Losy von Losintal, Johann Anton; Losy von Lozimtál, Jan Antonín; Losy von Losymthal, Johann Anton; Losymthal, Johann Anton Losy von; Losis, ...; Losios, ...; Losy, Johann Anton; Losinthal, Johann Anton Losy von; Logi, Jan Antonín; Logy, Johann Anton; Losy von Losinthal, Jan Antonín; Logy, Jan Antonin
829	Lotti, Antonio	http://d-nb.info/gnd/117227498	Lotti, Antonio	XA-IT; XA-DE	1	1665	1740-01-05	Lotti, A.
830	Loud, Emily L.	NA	not found	NA	0	NA	NA	NA
831	Louw, Nicolaas Stephanus	NA	not found	NA	0	NA	NA	NA
832	Louïse, Gilles	NA	not found	NA	0	NA	NA	NA
833	Lovell, David E.	NA	not found	NA	0	NA	NA	NA
834	Lovell, William S.	NA	not found	NA	0	NA	NA	NA
835	Luca, S. de	http://d-nb.info/gnd/141188960	Luca, Severo de	NA	0	NA	NA	DeLuca, Severo; Luca, Saverio de; Luca, S. de; De Luca, S.
836	Luigini, Alexandre Clement Leon Joseph	NA	not found	NA	0	NA	NA	NA
837	Lully, Jean-Baptiste	http://d-nb.info/gnd/118575287	Lully, Jean-Baptiste	XA-FR	1	1632	1687	Lully, Giovanni-Battista; Lully, Giovanni Battista; Lully, Giovanni B.; Lulli, Jean-Baptiste; Lulli, Jean B.; Lulli, Jean Baptiste; Lulli, Giovanni-Battista; Lulli, Giovanni B.; Lully, J. B.; Lully, Jean Bapt.; Lully, Jean B.; Lully, Jean-Baptiste de; Lulli, Giovanni Battista; Lully, Jean Baptiste; Lully, Jean Baptiste de; Lulli, Jean Baptiste de
837	Lully, Jean-Baptiste	http://d-nb.info/gnd/13616059X	Lully, Jean-Baptiste	XA-FR	1	1665-08-06	1743-03	Lully, Jean-Baptiste de; Lully, Jean-Baptiste, II; Lully, J.-B. de
838	Luna, Salem	NA	not found	NA	0	NA	NA	NA
839	Lund, Stefan Tage	NA	not found	NA	0	NA	NA	NA
840	Lunt, Travis P.	NA	not found	NA	0	NA	NA	NA
841	Lvov, Alexey Fyodorovich	http://d-nb.info/gnd/119211653	Lʹvov, Aleksej F.	XA-RU	1	1798-06-05	1870-12-28	Lʹvov, Alexej; Lvov, Alexis; Lʹvov, Aleksej Fe͏̈dorovič; Lwow, Alexej F.; Lʹvov, Alexy F.; Lʹvov, Alexy Fydorovich; Lʹvov, Aleksei T.; Lʹvov, Aleksei Theodorovich; Lʹvov, Aleksej; Lvov, Aleksei; Lvov, Aleksei Fyodorovich; Lʹvov, A.; Lʹvov, A. F.; Lvoff, Alexis; Lwow, Alexej Fedorowitsch; Lwoff, Alexis; Lʹvov, Aleksej Fedorovič; Lʹvov, Aleksei Fedorovich; Lvov, Alexey Fyodorovich; Львов, А.
842	Lvov, Konstantin A.	NA	not found	NA	0	NA	NA	NA
843	Lyadov, Anatoly	http://d-nb.info/gnd/118573632	Ljadov, Anatolij K.	XA-RU	1	1855-05-11	1914-08-28	Liadoff, A.; Ljadov, Anatolij Konstantinovič; Ljadov, A.; Ljadov, A. K.; Ljadow, A.; Ladow, A.; Lyadov, Anatoly Konstantinovich; Lyadow, A.; Lyadov, Anatoli; Lyadov, Anatoliy; Liadov, Anatoly; Ljadow, Anatoli K.; Liadow, Anatoli K.; Liadow, Anatoli Konstantinowitsch; Liadow, Anatol; Liadow, Anatole; Liadow, Anatoly; Ljadow, Anatol; Ljadow, Anatoli; Lyadov, Anatol; Ladow, Anatoli; Liadov, Anatol; Ljadov, Anatole Konstantinovich; Ljadov, Anatolij; Ljadov, Anatoli; Liadov, Anatole; Liadov, Anatoli; Lyadov, Anatoly; Lyadov, Anatol Konstantinovich; Ljadov, Anatolij Konstantinowitsch; Liadov, Anatol Konstantinovich; Liadov, Anatolij Constantinovitch; Ladow, Anatoly Konstantinovich; Ljadow, Anatolij Konstantinowitsch
844	Lyapunov, Sergey	http://d-nb.info/gnd/12164992X	Ljapunov, Sergej M.	XA-RU	1	1859	1924	Liapounov, ...; Liapunov, Sergei M.; Liapounow, S.; Liapunov, Sergei Mikhailovich; Lyapunov, Sergei; Ljapunov, Sergej Michajlovič; Liapounow, Serge; Liapounow, Sergei; Liapunov, Sergei; Ljapunov, Sergej; Liapunow, Serge; Lyapunov, Sergey; Ljapunow, Sergej; Ljapunow, Sergej Michajlowitsch; Liapunow, Sergeij Michalowitsch; Lyapunov, Sergey Mikhaylovich; Liapounov, Sergei; Lyapunov, Sergei Mihailovich; Liapunov, Sergey; Liapounow, Sergej Michaijlowitsch; Ljapunov, Sergej Michaijlowitsch; Sergey Mikhaylovich Lyapunov
845	Lyssènko, Mykola Vitaliyovych	NA	not found	NA	0	NA	NA	NA
846	Ma, Martin	NA	not found	NA	0	NA	NA	NA
847	Ma, Wuaan	NA	not found	NA	0	NA	NA	NA
848	MacCunn, Hamish	http://d-nb.info/gnd/128843535	MacCunn, Hamish	XA-GB	1	1868	1916	McCunn, Hamish; Mac Cunn, Hamish; MacCunn, James
849	MacDowell, Edward	http://d-nb.info/gnd/118890549	MacDowell, Edward	XD-US	1	1860-12-18	1908-01-23	Mac Dowell, Edward; Mac Dowell, E... A...; MacDowell, ...; Thorn, Edgar; MacDowell, Edward A.; MacDowell, Edw. A.; Mak-Douell, Edvard; Mak-Douell, E.; McDowell, Edward; MacDowell, Edward Alexander; Mac Dowell, E. A.; Thorne, Edgar; Mac-Dowell, E. A.; Thorn, E.
850	Machaut, Guillaume de	http://d-nb.info/gnd/118699121	Guillaume, de Machaut	XA-FR	1	1300	1377	Machault, Guillelmus de Mascandio; Guillaume, G. de Machault; Machaut; Guillaume, de Machault; Machaut, Guillaume de; Machaut, Guillaume De; Machault, Guillaume De; Mascaudio, Guglielimi De; Guglielmus, de Mascaudio; Guglielmus de Mascaudio; Machault, Guillaume de; Guillaume
851	Macque, Giovanni de	http://d-nb.info/gnd/134571975	Macque, Giovanni de	XA-IT; XA-BE	1	NA	NA	Macque, Jan de; Macque, Jean de; De Maque, Jean; Macque, Gioan di; Di Macque, Gioan; Macque, Juan de; Macque, Joannis; De Macque, Giovanni; Maque, Jean de
852	Madrigal, Carlos	NA	not found	NA	0	NA	NA	NA
853	Magnani, Aurelio	NA	not found	NA	0	NA	NA	NA
854	Mahler, Gustav	http://d-nb.info/gnd/118576291	Mahler, Gustav	XA-AT	1	1860-07-07	1911-05-18	Mahler, ...; Mahler, Gustave; Mahler, G.; Maler, Gustav; グスタフ・マーラー
855	Maier, Michael	http://d-nb.info/gnd/130149624	Maier, Michael	NA	1	1956	NA	NA
855	Maier, Michael	http://d-nb.info/gnd/1073165795	Maier, Michael	XA-DE	1	NA	NA	NA
856	Mainerio, Giorgio	http://d-nb.info/gnd/119061198	Mainerio, Giorgio	XA-IT	1	1535	1582	Maynerio, Giorgio; Maynero, Giorgio; Mainerio, Georgio
857	Mains, Tyler M.	NA	not found	NA	0	NA	NA	NA
858	Malashkin, Leonid	http://d-nb.info/gnd/1019222336	Malaškin, Leonid D.	XA-RU	0	1842	1902	Malaškin, Leonid Dmitrievič; Malashkin, Leonid Dimitrievich; Malshkin, L.; Малашкин, Леонид Дмитриевич
859	Malats, Joaquin	NA	not found	NA	0	NA	NA	NA
860	Maliniak, Omer	NA	not found	NA	0	NA	NA	NA
861	Mamoun, John S.	NA	not found	NA	0	NA	NA	NA
862	Mancinelli, Luigi	http://d-nb.info/gnd/116727241	Mancinelli, Luigi	XA-IT	1	1848	1921	Mancinelli, L.; Sgambati-Mancinelli, ...
863	Mandelingen, Hans	NA	not found	NA	0	NA	NA	NA
864	Manfredini, Francesco Onofrio	http://d-nb.info/gnd/124041175	Manfredini, Francesco	XA-IT	1	1684-06-22	1762-10-06	Manfredinis, F.; Manfredini, F.; Manfredini, Francesco Maria; Manfredini, Francesco Onofrio; Manfredini, Francesco O.
865	Mangotic, Ana	NA	not found	NA	0	NA	NA	NA
866	Marais, Marin	http://d-nb.info/gnd/119043688	Marais, Marin	XA-FR	1	1656-05-31	1728-08-15	NA
867	Marcello, Alessandro	http://d-nb.info/gnd/118951114	Marcello, Alessandro	XA-IT	1	1673-02-01	1747-06-19	Marcello, ...; Stimphalicus, Aetherius; Marcellus, Alexander; Stinfalico, Eterio; Marcello, Allessandro; Marcello, Alessandro Ignazio
868	Marcello, Benedetto	http://d-nb.info/gnd/118951122	Marcello, Benedetto	XA-IT	1	1686-08-09	1739-07-24	Marcello, Benedetto Giacomo; Marchello, Benedetto
869	Marchand, Louis	http://d-nb.info/gnd/12973960X	Marchand, Louis	XA-FR	1	1669-02-02	1732-02-17	NA
870	Marcus, Andrew W.	NA	not found	NA	0	NA	NA	NA
871	Marenzio, Luca	http://d-nb.info/gnd/118781847	Marenzio, Luca	XA-IT	1	1553	1599	Marentio, Luca; Marenzio, L.; Marentius, Lucas; Marenzio, Lucas
872	Marini, Biagio	http://d-nb.info/gnd/121097331	Marini, Biagio	XA-IT	1	1594-02-03	1663-11-17	Marini, Biaggio; Marini, Biago; Risonante, Il; Marini, B.
873	Marpurg, Friedrich Wilhelm	http://d-nb.info/gnd/118921088	Marpurg, Friedrich Wilhelm	XA-DE	1	1718-10-01	1795-05-22	Simeon, Metaphrastes, the Younger; Metaphrastes, Simeon, der Jüngere; Metaphrastes, Simeon, the Younger; Marpurg, Friedrich W.; Marpurg, ...; Marpourg, ...; Marpurg, Friedrich; Marpurg, Wilhelm F.; Marpourg, Friedrich Wilhelm; Marpurg, Feder. Guiglielmo; Marpurg, Federico Guiglielmo; Marpurgium, Fredr. Guil.
874	Marques-Souza, Cacildo	NA	not found	NA	0	NA	NA	NA
875	Martin, Fernando Araujo	NA	not found	NA	0	NA	NA	NA
876	Martin, Frederick John Easthope	NA	not found	NA	0	NA	NA	NA
877	Martin, Richard T.	NA	not found	NA	0	NA	NA	NA
878	Martin, Stephen L.	NA	not found	NA	0	NA	NA	NA
879	Martinez, Juan Carlos	NA	not found	NA	0	NA	NA	NA
880	Martinez-Vargas, Arturo F.	NA	not found	NA	0	NA	NA	NA
881	Martini, Jean-Paul-Egide	http://d-nb.info/gnd/120252805	Martini, Johann Paul Aegidius	XA-DE-BY; XA-FR	1	1741	1816	Martini, Jean B.; Schwarzendorff, Johann Paul Aegidius; Schwarzendorf, Johann Paul Aegidius; Schwartzendorf, Johann; Schwartzendorf, J.P.; Martini, Johann Paul Ägidius; Martini, Jean Paul Egide; Martini, Jean Paul Égide; Martini, Jean-Paul-Egide; Martini, Jean Paul A.; Martini, Jean Paul; Martini, Jean P.; Martini, Jean; Martini, Johann P.; Martini, J. P.; Martini, J. P. Aegidius; Martini, Jean Paul Aegide; Martini, Johannes Paul; Martini, Jean-Paul-Gilles; Martiny, Jean-Paul-Gilles; Martiny, Jean Paul Egide; Martiny, Jean Paul; Martini, Jean-Paul; Martin, Johann Paul; Martin, Johann Paul Aegidius; Martini, Johann Paul Egidius; Martini, il Tedesco; Martini, Giovanni Paolo; Martini, G.-P.; Martini, C.; Martini, M.; Martini, Giovanni; Martini, J.P.E.; Martini, Johann-Paul; Martini; Martiny; M.; Martini, Ď.-P.; Johann il Tedesco; Il Tedesco
882	Martini, Padre Giovanni Battista	NA	not found	NA	0	NA	NA	NA
883	Martinu, Bohuslav	http://d-nb.info/gnd/118578413	Martinů, Bohuslav	XA-CZ; XD-US; XA-CH	1	1890-12-08	1959-08-28	Martinů, ...; Martinu, Boguslav; Martinu, B.; Martinů, B.; Martinů, Boguslav; Martinu, Bohuslav
884	Martucci, Giuseppe	http://d-nb.info/gnd/116811757	Martucci, Giuseppe	XA-IT	1	1856-01-06	1909-06-01	Martucci, G.
885	Mascagni, Pietro	http://d-nb.info/gnd/118782428	Mascagni, Pietro	XA-IT	1	1863-12-07	1945-08-02	Mascagni, ...; Mascagni, P.; Mascagni, Pierre
886	Mason, Lowell	http://d-nb.info/gnd/119064855	Mason, Lowell	XD-US	1	1792-01-08	1872-08-11	NA
887	Massenet, Jules	http://d-nb.info/gnd/118578723	Massenet, Jules	XA-FR	1	1842-05-12	1912-08-13	Massenet, Jules Emile Frédéric; Massenet, Jules Emile; Massenet, Jules E.; Massenet, J.; Massenet, ...; Massanet, Jules; Massenet, Jules Émile Frédéric; Massenet, J. E. B.; Massenet, Julius Emil Bedřich; Massenet, G.; Masssenė, Ž.; Massenet, Giulio; Massenet, Jules-Emile-Frédéric
888	Massun, Ignacio	NA	not found	NA	0	NA	NA	NA
889	Massé, Victor	http://d-nb.info/gnd/116835737	Massé, Victor	XA-FR	1	1822-03-07	1884-07-05	Massé, Victor Félix Marie
890	Mathur, Rajat	NA	not found	NA	0	NA	NA	NA
891	Mattheson, Johann	http://d-nb.info/gnd/118578995	Mattheson, Johann	XA-DE	1	1681-09-28	1764-04-17	Mattheson, Jean; Mattheson, J.; Mattheson; Matheson; Veritophilus; Aristoxenus; , der Jüngere; Aristoxenus; , junior; Aristoxen; , der Jüngere; Matthesonius, Johannes; Mattheson, Ioannes; Mattheson, Io.; Matheson, Johann; Mattheson, Giovanni; Matthesson, Johann; Mattheson, Johannes; Mattheson, Joannes; Matthesonius, Johann; Aristoxenus
892	Matthews, Tony D.	NA	not found	NA	0	NA	NA	NA
893	Maulbogat, Roy	NA	not found	NA	0	NA	NA	NA
894	Mawson, Benjamin	NA	not found	NA	0	NA	NA	NA
895	Maylath, Henri	NA	not found	NA	0	NA	NA	NA
896	Maynard, John	NA	not found	NA	0	NA	NA	NA
897	Mazas, Jacques-Féréol	http://d-nb.info/gnd/116975261	Mazas, Jacques-Féréol	XA-FR	1	1782-09-23	1849-08-26	Mazas, F.; Mazas, Jacques F.; Mazas, ...; Mazas, Jacques Féréol; Mazas, Féréol; Mazas, Jacques; Mazas, J. F.; Mazas, Féréol Jacques
898	Mc Granahan, James	http://d-nb.info/gnd/141494131	McGranahan, James	NA	1	1840	1907	Mc Granaham, James; McGranaham, James; Mc Granahan, James; Mac Granaham, James; MacGranahan, James; MacGranaham, James; Mac Granahan, James; McGranahan, J.
899	McBride, Kevin Patrick	NA	not found	NA	0	NA	NA	NA
900	McDaniel, Robert Alan	NA	not found	NA	0	NA	NA	NA
901	McGregor, Kevin D.	NA	not found	NA	0	NA	NA	NA
902	McMillan, David E.	NA	not found	NA	0	NA	NA	NA
903	Meacham, Frank W.	http://d-nb.info/gnd/134459164	Meacham, Frank W.	NA	1	1856	1909	Meachan, Frank W.; Meachem, Frank; Meachan, Frank; Meacham, F. W.; Meachem, F. W.; Meachem, Frank W.
904	Medtner, Nikolai Karlovich	http://d-nb.info/gnd/118875663	Metner, Nikolaj Karlovič	XA-RU	1	1879-12-24	1951-11-13	Metner, Nikolaj K.; Medtner, Nikolaj K.; Medtner, Nicolas; Medtner, Nikolai K.; Medtner, Nikolai Karlowitsch; Medtner, Nikolai; Metner, Nikolay Karlovich; Medtner, Nikolaj Karlowitsch; Medtner, Nicolaus; Medtner, Nikolaj Karlovič; Medtner, Nikolaj; Medtner, Nicholas; Medtner, Nicolai; Medtner, Nikolaus; Medtner, Nikolay; Metner, Nikolai; Metner, Nikolaǐ Karlovich; Metner, Nikolaj; Medtner, Nikolai Karlovich; Medtner, Nikolay Karlovich; Метнер, Николай Карлович
905	Meibos, Rachel A.	NA	not found	NA	0	NA	NA	NA
906	Meirelez, José Rodriguez Dominguez de	NA	not found	NA	0	NA	NA	NA
907	Melford, Frank	NA	not found	NA	0	NA	NA	NA
908	Melli, Domenico Maria	http://d-nb.info/gnd/13475896X	Melli, Domenico Maria	NA	0	NA	NA	Melli, Domenico M.; Megli, Domenico M.
908	Melli, Domenico Maria	http://d-nb.info/gnd/1089832370	Melli, Domenico Maria	ZZ	0	1572	[ca. 1610]	Megli, Domenico Maria
909	Mencken, Henry Louis	NA	not found	NA	0	NA	NA	NA
910	Mendelssohn-Bartholdy, Felix	http://d-nb.info/gnd/118580779	Mendelssohn Bartholdy, Felix	XA-DE	1	1809-02-03	1847-11-04	Mendelssohn Bartholdy, F.; Mendelssohn Bartholdy, Jakob Ludwig Felix; Mendelssohn Bartholdy; Mendelssohn-Bartholdy; Mendelssohn B., Felix; F.; Mendelson-Bartoldi, Feliks; Mendelʹson-Bartolʹdi, Feliks; Mendelssohn; Mendelsson-Bartholdy, Felix; Mendelssohn Bartholdy, Felix Jakob; Mendelsohn-Bartholdy, Felix; Mendelssohn, F.; Bartholdy, Felix M.-; Mendelssohn, ...; Bartholdy, Felix M.; Mendelssohn, Jakob Ludwig Felix; Mendelssohn-Bartholdy, Felix; Bartholdy, Felix Mendelssohn; Mendelssohn, Felix; Mendelssohn-Bartholdy, Jakob Ludwig Felix; Mendelssohn-Bartholdy, Jacob Ludwig Felix
911	Mendelssohn-Hensel, Fanny	http://d-nb.info/gnd/118580736	Hensel, Fanny	XA-DE	2	1805-11-14	1847-05-14	Hensel, Fanny Cäcilia Mendelssohn-Bartholdy; Hensel, Fanny Caecilie; Bartholdy, Fanny Mendelssohn-; Mendelssohn, Fanny Cäcilia; Mendelssohn, Fanny Zippora; Mendelssohn Bartholdy, Fanny; Hensel, Fanny Cäcilia; Hensel-Mendelssohn, Fanny; Mendelssohn, Fanny; Mendelssohn-Hensel, Fanny; Mendelssohn Hensel, Fanny; Mendelssohn Bartholdy, Fanny Cäcilia; Hensel-Mendelssohn Bartholdy, Fanny C.; Bartholdy, Fanny C.; Mendelssohn-Bartholdy, Fanny; Mendelssohn Bartholdy, Fanny C.; Mendelssohn-Bartholdy, Fanny C.; Hensel, Fanny C.; Mendelssohn-Bartholdy, Fanny Cäcilia; Mendelssohn-Bartholdy-Hensel, Fanny C.; Mendelssohn Bartholdy Hensel, Fanny C.; Hensel-Mendelssohn, Fanny Cäcilie; Bartholdy, Fanny M.; Mendelssohn-Hensel, Fanny Cäcilie
912	Meno, James V.	NA	not found	NA	0	NA	NA	NA
913	Mercadante, Giuseppe Saverio	http://d-nb.info/gnd/119060752	Mercadante, Saverio	XA-IT	1	1795-09-17	1870-12-03	Mercadante, Giuseppe S.; Mercadante, Francesco S.; Mercadante, Xaverio; Mercadante, Giuseppe Saverio Raffaele; Mercadante, S.; Mercadante, Xavier; Mercadante, Giuseppe Saverio; Mercadante, Francesco Saverio
914	Mercer, Joe	NA	not found	NA	0	NA	NA	NA
915	Mersenne, Marin	NA	not found	NA	0	NA	NA	NA
916	Mertz, Johann Kaspar	http://d-nb.info/gnd/118934503	Mertz, Johann Kaspar	XA-AT; XA-HU	1	1806-08-17	1856-10-14	Mertz, Caspar Joseph; Mertz, Johann Caspar; Mertz, Johannes Caspar; Mertz, Johannes Kaspar; Mertz, Kaspar Joseph; Mertz, Joseph Caspar; Mertz, K.; Mertz, C.; Mertz, Johann Kasper; Mertz, G. K.; Mertz, J. K.; Mertz, Casparus Josephus; Mertz, Josef Kaspar; Mertz, Joseph Kaspar; Mertz, János Gáspár; Mertz, Joseph Kasper
917	Merulo, Claudio	http://d-nb.info/gnd/118783432	Merulo, Claudio	XA-IT	1	1533	1604	Merulo, Claud.; Coreggio, Claudio; Claudio, da Correggio; Merlotti, Claudio; Meruli, Claudio; Correggio, Claudio da
918	Mesa, Juan Andrés	NA	not found	NA	0	NA	NA	NA
919	Mesomede	NA	not found	NA	0	NA	NA	NA
